"DateTime","Precip (gridMET)","Acre-feet","Ensemble ET","Acre-feet","NDVI","Crop","Area","Field ID","ET Units","Source","Method"
"2018-01-01 05:00:00",1.542,1.073,1.049,0.730,0.257,"Unknown","8.35 Acres","06268575","in","OpenET","https://openetdata.org/#tool"
"2018-02-01 05:00:00",0.263,0.183,1.149,0.800,0.236,
"2018-03-01 05:00:00",3.823,2.661,2.226,1.549,0.340,
"2018-04-01 04:00:00",0.537,0.374,5.113,3.559,0.530,
"2018-05-01 04:00:00",0.013,0.009,6.521,4.539,0.635,
"2018-06-01 04:00:00",0.000,0.000,7.318,5.094,0.677,
"2018-07-01 04:00:00",0.009,0.006,8.659,6.027,0.626,
"2018-08-01 04:00:00",0.000,0.000,7.908,5.505,0.622,
"2018-09-01 04:00:00",0.003,0.002,5.777,4.021,0.590,
"2018-10-01 04:00:00",0.175,0.122,3.378,2.351,0.562,
"2018-11-01 04:00:00",1.734,1.207,1.495,1.041,0.380,
"2018-12-01 05:00:00",0.568,0.395,0.457,0.318,0.286,
"2019-01-01 05:00:00",2.417,1.682,0.986,0.686,0.307,
"2019-02-01 05:00:00",3.490,2.429,1.233,0.858,0.298,
"2019-03-01 05:00:00",1.839,1.280,2.604,1.813,0.299,
"2019-04-01 04:00:00",0.325,0.226,4.454,3.100,0.506,
"2019-05-01 04:00:00",2.163,1.506,4.977,3.464,0.638,
"2019-06-01 04:00:00",0.009,0.006,7.003,4.875,0.674,
"2019-07-01 04:00:00",0.004,0.003,7.239,5.039,0.647,
"2019-08-01 04:00:00",0.000,0.000,6.463,4.499,0.619,
"2019-09-01 04:00:00",0.003,0.002,4.585,3.192,0.549,
"2019-10-01 04:00:00",0.000,0.000,2.825,1.966,0.493,
"2019-11-01 04:00:00",0.736,0.512,1.262,0.878,0.374,
"2019-12-01 05:00:00",1.877,1.307,0.687,0.478,0.346,
"2020-01-01 05:00:00",0.647,0.450,0.650,0.452,0.218,
"2020-02-01 05:00:00",0.017,0.012,1.643,1.144,0.266,
"2020-03-01 05:00:00",2.371,1.650,2.328,1.620,0.363,
"2020-04-01 04:00:00",1.847,1.286,4.661,3.244,0.533,
"2020-05-01 04:00:00",0.252,0.175,5.746,4.000,0.596,
"2020-06-01 04:00:00",0.004,0.003,5.907,4.112,0.600,
"2020-07-01 04:00:00",0.001,0.001,6.643,4.624,0.605,
"2020-08-01 04:00:00",0.002,0.001,6.928,4.822,0.647,
"2020-09-01 04:00:00",0.000,0.000,5.102,3.551,0.599,
"2020-10-01 04:00:00",0.000,0.000,3.129,2.178,0.539,
"2020-11-01 04:00:00",0.291,0.203,1.463,1.018,0.489,
"2020-12-01 05:00:00",1.013,0.705,0.779,0.542,0.257,
"2021-01-01 05:00:00",2.964,2.063,0.898,0.625,0.204,
"2021-02-01 05:00:00",0.226,0.157,1.142,0.795,0.261,
"2021-03-01 05:00:00",1.170,0.814,2.236,1.556,0.295,
"2021-04-01 04:00:00",0.161,0.112,4.280,2.979,0.507,
"2021-05-01 04:00:00",0.004,0.003,5.884,4.096,0.609,
"2021-06-01 04:00:00",0.000,0.000,6.356,4.424,0.617,
"2021-07-01 04:00:00",0.011,0.008,7.886,5.489,0.649,
"2021-08-01 04:00:00",0.002,0.001,7.656,5.329,0.642,
"2021-09-01 04:00:00",0.002,0.001,5.136,3.575,0.492,
"2021-10-01 04:00:00",1.187,0.826,2.992,2.083,0.609,
"2021-11-01 04:00:00",0.235,0.164,1.261,0.878,0.546,
"2021-12-01 05:00:00",3.922,2.730,0.741,0.516,0.274,
"2022-01-01 05:00:00",0.007,0.005,0.968,0.674,0.257,
"2022-02-01 05:00:00",0.105,0.073,1.612,1.122,0.278,
"2022-03-01 05:00:00",1.053,0.733,2.897,2.017,0.366,
"2022-04-01 04:00:00",0.403,0.281,5.465,3.804,0.593,
"2022-05-01 04:00:00",0.001,0.001,6.329,4.405,0.645,
"2022-06-01 04:00:00",0.012,0.008,6.309,4.392,0.666,
"2022-07-01 04:00:00",0.000,0.000,7.135,4.966,0.608,
"2022-08-01 04:00:00",0.067,0.047,7.173,4.993,0.609,
"2022-09-01 04:00:00",0.174,0.121,5.360,3.731,0.638,
"2022-10-01 04:00:00",0.000,0.000,3.555,2.475,0.631,
"2022-11-01 04:00:00",0.874,0.608,1.272,0.885,0.436,
"2022-12-01 05:00:00",4.200,2.924,0.724,0.504,0.342,
"2023-01-01 05:00:00",4.430,3.084,1.087,0.757,0.306,
"2023-02-01 05:00:00",3.566,2.482,1.442,1.004,0.310,
"2023-03-01 05:00:00",4.910,3.418,2.394,1.666,0.358,
"2023-04-01 04:00:00",0.019,0.013,4.098,2.853,0.421,
"2023-05-01 04:00:00",0.197,0.137,5.501,3.829,0.591,
"2023-06-01 04:00:00",0.027,0.019,5.970,4.156,0.649,
"2023-07-01 04:00:00",0.003,0.002,6.921,4.818,0.664,
"2023-08-01 04:00:00",0.437,0.304,5.649,3.932,0.645,

